word,ipa
국회법,k0 uu kh wo p0 vv pf
메르센,mm ee rr xx s0 ee nf
계급투쟁,k0 ye k0 xx pf th uu c0 qq ng
코스닥,kh oo s0 xx t0 aa kf
선풍,s0 vv nf ph uu ng
대항해,t0 qq h0 aa ng h0 qq
영천시,yv ng ch vv nf s0 ii
일체형,ii ll ch ee h0 yv ng
데우스,t0 ee uu s0 xx
폐인,ph ye ii nf
거란족,k0 vv rr aa nf c0 oo kf
대사전,t0 qq s0 aa c0 vv nf
플로라,ph xx ll rr oo rr aa
촛불,ch oo tf pp uu ll
럭스,rr vv kf ss xx
딸리,tt aa ll rr ii
직할지,c0 ii kh aa ll cc ii
투,th uu
을과,xx ll k0 wa
카멜레온,kh aa mm ee ll rr ee oo nf
영주,yv ng c0 uu
영종,yv ng c0 oo ng
고인돌,k0 oo ii nf t0 oo ll
민경,mm ii nf k0 yv ng
인력,ii ll rr yv kf
도야마,t0 oo ya mm aa
마스코트,mm aa s0 xx kh oo th xx
겨울잠,k0 yv uu ll c0 aa mf
입문,ii mf mm uu nf
폐위,ph ye wi
케네디,kh ee nn ee t0 ii
미추,mm ii ch uu
유카와,yu kh aa wa
박치기,p0 aa kf ch ii k0 ii
떠나,tt vv nn aa
은하,xx nf h0 aa
성씨,s0 vv ng ss ii
탄압,th aa nn aa pf
적당히,c0 vv kf tt aa ng h0 ii
항암제,h0 aa ng aa mf c0 ee
못박히,mm oo tf pp aa kh ii
영조,yv ng c0 oo
영적,yv ng c0 vv kf
영전,yv ng c0 vv nf
마르셀,mm aa rr xx s0 ee ll
급박,k0 xx pf pp aa kf
영접,yv ng c0 vv pf
영점,yv ng c0 vv mf
스카우트,s0 xx kh aa uu th xx
폐장,ph ye c0 aa ng
영제,yv ng c0 ee
철원군,ch vv rr wv nf k0 uu nf
민감,mm ii nf k0 aa mf
낙하,nn aa kh aa
웨일스,we ii ll s0 xx
민간,mm ii nf k0 aa nf
민가,mm ii nf k0 aa
제출,c0 ee ch uu ll
이산화탄소,ii s0 aa nf h0 wa th aa nf s0 oo
영지,yv ng c0 ii
영진,yv ng c0 ii nf
관현,k0 wa nf h0 yv nf
수집가,s0 uu c0 ii pf kk aa
라틴,rr aa th ii nf
기술대,k0 ii s0 uu ll tt qq
경기대,k0 yv ng k0 ii t0 qq
시황제,s0 ii h0 wa ng c0 ee
인류,ii ll rr yu
더군요,t0 vv k0 uu nf nn yo
인륜,ii ll rr yu nf
경영학,k0 yv ng nn yv ng h0 aa kf
비로소,p0 ii rr oo s0 oo
확고히,h0 wa kf kk oo h0 ii
음에도,xx mm ee t0 oo
크리드,kh xx rr ii t0 xx
조용필,c0 oo yo ng ph ii ll
사법부,s0 aa p0 vv pf pp uu
미처,mm ii ch vv
미천,mm ii ch vv nf
지리산,c0 ii rr ii s0 aa nf
민권,mm ii nf k0 wv nf
상법상,s0 aa ng p0 vv pf ss aa ng
계절풍,k0 ye c0 vv ll ph uu ng
인맥,ii nf mm qq kf
사무관,s0 aa mm uu k0 wa nf
점령지,c0 vv mf nn yv ng c0 ii
민국,mm ii nf k0 uu kf
오스본,oo s0 xx p0 oo nf
옥,oo kf
호흡기,h0 oo h0 xx pf kk ii
내포,nn qq ph oo
교통편,k0 yo th oo ng ph yv nf
인망,ii nf mm aa ng
서울특별시,s0 vv uu ll th xx kf pp yv ll s0 ii
영준,yv ng c0 uu nf
주체적,c0 uu ch ee c0 vv kf
드리고,t0 xx rr ii k0 oo
신익희,s0 ii nn ii kh xi
경기도,k0 yv ng k0 ii t0 oo
객관식,k0 qq kf kk wa nf s0 ii kf
몰아넣,mm oo rr aa nn vv h0
쇠,s0 wo
제도화,c0 ee t0 oo h0 wa
매주,mm qq c0 uu
놀이터,nn oo rr ii th vv
쑹,ss uu ng
영양소,yv ng nn ya ng s0 oo
사무국,s0 aa mm uu k0 uu kf
미쿠,mm ii kh uu
인멸,ii nf mm yv ll
윤지,yu nf c0 ii
동판,t0 oo ng ph aa nf
ㄴ들데,t0 xx ll t0 ee
거서간,k0 vv s0 vv k0 aa nf
사저,s0 aa c0 vv
폐암,ph ye aa mf
두루미,t0 uu rr uu mm ii
객관성,k0 qq kf kk wa nf s0 vv ng
가변적,k0 aa p0 yv nf c0 vv kf
암벽,aa mf p0 yv kf
지제교,c0 ii c0 ee k0 yo
가처분,k0 aa ch vv p0 uu nf
소극적,s0 oo k0 xx kf cc vv kf
관하,k0 wa nf h0 aa
관학,k0 wa nf h0 aa kf
관할,k0 wa nf h0 aa ll
관해,k0 wa nf h0 qq
슈쿠,s0 yu kh uu
볼펜,p0 oo ll ph ee nf
혼마,h0 oo nf mm aa
대항전,t0 qq h0 aa ng c0 vv nf
카드,kh aa t0 xx
관행,k0 wa nf h0 qq ng
크루즈,kh xx rr uu c0 xx
과테말라,k0 wa th ee mm aa ll rr aa
지속성,c0 ii s0 oo kf ss vv ng
입맛,ii mf mm aa tf
거란,k0 vv rr aa nf
대구시,t0 qq k0 uu s0 ii
무인기,mm uu ii nf k0 ii
선지,s0 vv nf c0 ii
선진,s0 vv nf c0 ii nf
관향,k0 wa nf h0 ya ng
엄지손가락,vv mf c0 ii s0 oo nf k0 aa rr aa kf
은희,xx nf h0 xi
네드,nn ee t0 xx
선집,s0 vv nf c0 ii pf
폐업,ph ye vv pf
도덕성,t0 oo t0 vv kf ss vv ng
인목,ii nf mm oo kf
에프,ee ph xx
마술사,mm aa s0 uu ll s0 aa
관헌,k0 wa nf h0 vv nf
정치인,c0 vv ng ch ii ii nf
의례적,xi rr ye c0 vv kf
우유부단,uu yu p0 uu t0 aa nf
골치,k0 oo ll ch ii
세자빈,s0 ee c0 aa p0 ii nf
암반,aa mf p0 aa nf
리조트,rr ii c0 oo th xx
인명,ii nf mm yv ng
돛대,t0 oo tf tt qq
노천,nn oo ch vv nf
평균,ph yv ng k0 yu nf
큐브,kh yu p0 xx
군체,k0 uu nf ch ee
벡스,p0 ee kf ss xx
크루저,kh xx rr uu c0 vv
평강,ph yv ng k0 aa ng
선조,s0 vv nf c0 oo
평가,ph yv ng k0 aa
폭포수,ph oo kf ph oo s0 uu
잣,c0 aa tf
마르스,mm aa rr xx s0 xx
놓아두,nn oo aa t0 uu
벵,p0 ee ng
케빈,kh ee p0 ii nf
합중국,h0 aa pf cc uu ng k0 uu kf
인문,ii nf mm uu nf
피츠버그,ph ii ch xx p0 vv k0 xx
인물,ii nf mm uu ll
선저,s0 vv nf c0 vv
선적,s0 vv nf c0 vv kf
선전,s0 vv nf c0 vv nf
입력,ii mf nn yv kf
먼드,mm vv nf t0 xx
선점,s0 vv nf c0 vv mf
선정,s0 vv nf c0 vv ng
세포내,s0 ee ph oo nn qq
선제,s0 vv nf c0 ee
순찰사,s0 uu nf ch aa ll s0 aa
햄,h0 qq mf
굳건히,k0 uu tf kk vv nf h0 ii
혼령,h0 oo ll rr yv ng
추,ch uu
인민,ii nf mm ii nf
보아,p0 oo aa
선주,s0 vv nf c0 uu
조용히,c0 oo yo ng h0 ii
압박,aa pf pp aa kf
평결,ph yv ng k0 yv ll
총체적,ch oo ng ch ee c0 vv kf
파이프라인,ph aa ii ph xx rr aa ii nf
미치,mm ii ch ii
사람됨,s0 aa rr aa mf t0 wo mf
트위터,th xx wi th vv
고성읍,k0 oo s0 vv ng xx pf
이원수,ii wv nf s0 uu
주문모,c0 uu mm uu nf mm oo
충정왕,ch uu ng c0 vv ng wa ng
비극적,p0 ii k0 xx kf cc vv kf
은혜,xx nf h0 ye
중공군,c0 uu ng k0 oo ng k0 uu nf
평과,ph yv ng k0 wa
선종,s0 vv nf c0 oo ng
소말리,s0 oo mm aa ll rr ii
혼례,h0 oo ll rr ye
버크셔,p0 vv kh xx s0 yv
면화,mm yv nf h0 wa
어감,vv k0 aa mf
체중,ch ee c0 uu ng
슈즈,s0 yu c0 xx
어간,vv k0 aa nf
어가,vv k0 aa
미지,mm ii c0 ii
미진,mm ii c0 ii nf
고정적,k0 oo c0 vv ng c0 vv kf
은퇴,xx nf th wo
란트,rr aa nf th xx
기동력,k0 ii t0 oo ng nn yv kf
인방,ii nf p0 aa ng
슈퍼맨,s0 yu ph vv mm qq nf
태보,th qq p0 oo
세입자,s0 ee ii pf cc aa
영사관,yv ng s0 aa k0 wa nf
싸우,ss aa uu
판무관,ph aa nf mm uu k0 wa nf
영천,yv ng ch vv nf
태세,th qq s0 ee
영철,yv ng ch vv ll
미즈,mm ii c0 xx
면세,mm yv nf s0 ee
어거,vv k0 vv
케른,kh ee rr xx nf
인바,ii nf p0 aa
풀,ph uu ll
스크루,s0 xx kh xx rr uu
영채,yv ng ch qq
경영학과,k0 yv ng nn yv ng h0 aa kf kk wa
암면,aa mf mm yv nf
옥수수,oo kf ss uu s0 uu
승무원,s0 xx ng mm uu wv nf
광,k0 wa ng
인본,ii nf p0 oo nf
오스만,oo s0 xx mm aa nf
베이스,p0 ee ii s0 xx
바이오,p0 aa ii oo
골절,k0 oo ll c0 vv ll
진실성,c0 ii nf s0 ii ll s0 vv ng
반음계,p0 aa nn xx mf k0 ye
사회주의자,s0 aa h0 wo c0 uu xi c0 aa
굴착,k0 uu ll ch aa kf
면회,mm yv nf h0 wo
체질,ch ee c0 ii ll
체험자,ch ee h0 vv mf c0 aa
실,s0 ii ll
올라가,oo ll rr aa k0 aa
피루브산,ph ii rr uu p0 xx s0 aa nf
체제,ch ee c0 ee
수용액,s0 uu yo ng qq kf
컴파일,kh vv mf ph aa ii ll
안기,aa nf k0 ii
무너뜨리,mm uu nn vv tt xx rr ii
미주,mm ii c0 uu
넘,nn vv mf
체전,ch ee c0 vv nf
체적,ch ee c0 vv kf
마쓰에,mm aa ss xx ee
세,s0 ee
남대문,nn aa mf t0 qq mm uu nf
영춘,yv ng ch uu nf
케로,kh ee rr oo
고려말,k0 oo rr yv mm aa ll
공모전,k0 oo ng mm oo c0 vv nf
폐수,ph ye s0 uu
루시아,rr uu s0 ii aa
체조,ch ee c0 oo
수학적,s0 uu h0 aa kf cc vv kf
어구,vv k0 uu
네트워크,nn ee th xx wv kh xx
외부,wo p0 uu
선언서,s0 vv nn vv nf s0 vv
성탄절,s0 vv ng th aa nf c0 vv ll
짧아지,cc aa ll p0 aa c0 ii
싸인,ss aa ii nf
미주리,mm ii c0 uu rr ii
미조,mm ii c0 oo
싸이,ss aa ii
는다는,nn xx nf t0 aa nn xx nf
프레스코,ph xx rr ee s0 xx kh oo
물관리,mm uu ll k0 wa ll rr ii
저마다,c0 vv mm aa t0 aa
암문,aa mf mm uu nf
종사자,c0 oo ng s0 aa c0 aa
암묵,aa mf mm uu kf
청년단,ch vv ng nn yv nf t0 aa nf
열등감,yv ll t0 xx ng k0 aa mf
가정용,k0 aa c0 vv ng nn yo ng
어귀,vv k0 wi
세자르,s0 ee c0 aa rr xx
엠,ee mf
어근,vv k0 xx nf
인부,ii nf p0 uu
미적,mm ii c0 vv kf
인분,ii nf p0 uu nf
미제,mm ii c0 ee
도매,t0 oo mm qq
미정,mm ii c0 vv ng
홍천군,h0 oo ng ch vv nf k0 uu nf
스피노,s0 xx ph ii nn oo
도우미,t0 oo uu mm ii
은폐,xx nf ph ye
숨쉬,s0 uu mf s0 wi
노조,nn oo c0 oo
영양왕,yv ng nn ya ng wa ng
비망록,p0 ii mm aa ng nn oo kf
섬모,s0 vv mf mm oo
란타,rr aa nf th aa
허세,h0 vv s0 ee
공학부,k0 oo ng h0 aa kf pp uu
폐선,ph ye s0 vv nf
내용적,nn qq yo ng c0 vv kf
중점적,c0 uu ng c0 vv mf c0 vv kf
어깨,vv kk qq
노점,nn oo c0 vv mf
스피너,s0 xx ph ii nn vv
마우리아,mm aa uu rr ii aa
선취,s0 vv nf ch wi
하우스,h0 aa uu s0 xx
노주,nn oo c0 uu
오스미,oo s0 xx mm ii
변기,p0 yv nf k0 ii
디리,t0 ii rr ii
통감부,th oo ng k0 aa mf p0 uu
강경,k0 aa ng k0 yv ng
시할구,s0 ii h0 aa ll kk uu
폐쇄,ph ye s0 wq
관통,k0 wa nf th oo ng
오랜만,oo rr qq nf mm aa nf
영동군,yv ng t0 oo ng k0 uu nf
카나,kh aa nn aa
역관,yv kf kk wa nf
이원익,ii wv nn ii kf
마쓰오,mm aa ss xx oo
효자동,h0 yo c0 aa t0 oo ng
압류,aa mf nn yu
항,h0 aa ng
섬멸,s0 vv mf mm yv ll
뎃,t0 ee tf
람베,rr aa mf p0 ee
피드백,ph ii t0 xx p0 qq kf
동력원,t0 oo ng nn yv k0 wv nf
룬드,rr uu nf t0 xx
카논,kh aa nn oo nf
난이도,nn aa nn ii t0 oo
에이즈,ee ii c0 xx
탄생지,th aa nf ss qq ng c0 ii
인지질,ii nf c0 ii c0 ii ll
괴짜,k0 wo cc aa
방망이,p0 aa ng mm aa ng ii
네네,nn ee nn ee
피카르,ph ii kh aa rr xx
즉흥적,c0 xx kh xx ng c0 vv kf
람보,rr aa mf p0 oo
동부면,t0 oo ng p0 uu mm yv nf
업무,vv mf mm uu
타오르,th aa oo rr xx
메탄,mm ee th aa nf
선창,s0 vv nf ch aa ng
입방,ii pf pp aa ng
창의력,ch aa ng xi rr yv kf
전공의,c0 vv nf k0 oo ng xi
르,rr xx
엷,yv ll
마쓰이,mm aa ss xx ii
면허,mm yv nf h0 vv
압력,aa mf nn yv kf
유니콘,yu nn ii kh oo nf
학년도,h0 aa ng nn yv nf t0 oo
아방가르드,aa p0 aa ng k0 aa rr xx t0 xx
일제히,ii ll c0 ee h0 ii
잉여,ii ng nn yv
아소카,aa s0 oo kh aa
전공자,c0 vv nf k0 oo ng c0 aa
샌드,s0 qq nf t0 xx
폐색,ph ye s0 qq kf
제발,c0 ee p0 aa ll
하룻밤,h0 aa rr uu tf pp aa mf
믈,mm xx ll
추축국,ch uu ch uu kf kk uu kf
선체,s0 vv nf ch ee
입법,ii pf pp vv pf
구사론,k0 uu s0 aa rr oo nf
외관상,wo k0 wa nf s0 aa ng
폐사,ph ye s0 aa
노즈,nn oo c0 xx
여불위,yv p0 uu rr wi
경상도,k0 yv ng s0 aa ng t0 oo
잉어,ii ng vv
특산물,th xx kf ss aa nf mm uu ll
콤팩트,kh oo mf ph qq kf th xx
노즐,nn oo c0 xx ll
선천,s0 vv nf ch vv nf
영상,yv ng s0 aa ng
걱정,k0 vv kf cc vv ng
빈소,p0 ii nf s0 oo
지리지,c0 ii rr ii c0 ii
총괄,ch oo ng k0 wa ll
축산물,ch uu kf ss aa nf mm uu ll
총관,ch oo ng k0 wa nf
미연,mm ii yv nf
영생,yv ng s0 qq ng
구부러지,k0 uu p0 uu rr vv c0 ii
노와,nn oo wa
뒤틀리,t0 wi th xx ll rr ii
홍경주,h0 oo ng k0 yv ng c0 uu
안기부,aa nf k0 ii p0 uu
산케이,s0 aa nf kh ee ii
붕괴,p0 uu ng k0 wo
튕기,th wi ng k0 ii
제사장,c0 ee s0 aa c0 aa ng
초능력,ch oo nn xx ng nn yv kf
미어,mm ii vv
노예,nn oo ye
매질,mm qq c0 ii ll
장광,c0 aa ng k0 wa ng
박제가,p0 aa kf cc ee k0 aa
애덤스,qq t0 vv mf s0 xx
영사,yv ng s0 aa
소포체,s0 oo ph oo ch ee
영산,yv ng s0 aa nf
혼도,h0 oo nf t0 oo
저널리스트,c0 vv nn vv ll rr ii s0 xx th xx
총국,ch oo ng k0 uu kf
경계선,k0 yv ng k0 ye s0 vv nf
최종회,ch wo c0 oo ng h0 wo
하드리아누스,h0 aa t0 xx rr ii aa nn uu s0 xx
혼돈,h0 oo nf t0 oo nf
체액,ch ee qq kf
윌슨,wi ll s0 xx nf
엑스트라,ee kf ss xx th xx rr aa
삐,pp ii
미약,mm ii ya kf
매직,mm qq c0 ii kf
미안,mm ii aa nf
체언,ch ee vv nf
체어,ch ee vv
미아,mm ii aa
해성,h0 qq s0 vv ng
탄약,th aa nf nn ya kf
반란자,p0 aa ll rr aa nf c0 aa
튀코,th wi kh oo
노우,nn oo uu
선봉장,s0 vv nf p0 oo ng c0 aa ng
인내,ii nf nn qq
제자리,c0 ee c0 aa rr ii
커,kh vv
주체성,c0 uu ch ee s0 vv ng
뉴스,nn yu s0 xx
카디스,kh aa t0 ii s0 xx
오리엔트,oo rr ii ee nf th xx
차용어,ch aa yo ng vv
우후,uu h0 uu
유길준,yu k0 ii ll c0 uu nf
노인,nn oo ii nf
총각,ch oo ng k0 aa kf
미쓰,mm ii ss xx
노이,nn oo ii
마우스,mm aa uu s0 xx
일화,ii ll h0 wa
유한,yu h0 aa nf
여포,yv ph oo
일환,ii ll h0 wa nf
찌개,cc ii k0 qq
람다,rr aa mf t0 aa
일호,ii ll h0 oo
혼다,h0 oo nf t0 aa
송곳니,s0 oo ng k0 oo nf nn ii
이규보,ii k0 yu p0 oo
선수,s0 vv nf s0 uu
지증왕,c0 ii c0 xx ng wa ng
탄생일,th aa nf ss qq ng ii ll
내한,nn qq h0 aa nf
선심,s0 vv nf s0 ii mf
매니토,mm qq nn ii th oo
아나키즘,aa nn aa kh ii c0 xx mf
총검,ch oo ng k0 vv mf
젬,c0 ee mf
빌헬름,p0 ii ll h0 ee ll rr xx mf
인지의,ii nf c0 ii xi
입단,ii pf tt aa nf
또래,tt oo rr qq
군정,k0 uu nf c0 vv ng
별제,p0 yv ll c0 ee
커티스,kh vv th ii s0 xx
입당,ii pf tt aa ng
총격,ch oo ng k0 yv kf
선시,s0 vv nf s0 ii
지리적,c0 ii rr ii c0 vv kf
키벨레,kh ii p0 ee ll rr ee
여파,yv ph aa
제보,c0 ee p0 oo
노장,nn oo c0 aa ng
총계,ch oo ng k0 ye
이세민,ii s0 ee mm ii nf
편마암,ph yv nf mm aa aa mf
선승,s0 vv nf s0 xx ng
영서,yv ng s0 vv
처형,ch vv h0 yv ng
영선,yv ng s0 vv nf
괴이,k0 wo ii
카프리,kh aa ph xx rr ii
선공감,s0 vv nf k0 oo ng k0 aa mf
영성,yv ng s0 vv ng
영세,yv ng s0 ee
노자,nn oo c0 aa
보장왕,p0 oo c0 aa ng wa ng
여타,yv th aa
라디우스,rr aa t0 ii uu s0 xx
보문각,p0 oo mm uu nf k0 aa kf
여태,yv th qq
영식,yv ng s0 ii kf
영시,yv ng s0 ii
영신,yv ng s0 ii nf
일한,ii ll h0 aa nf
일하,ii ll h0 aa
경기력,k0 yv ng k0 ii rr yv kf
기술력,k0 ii s0 uu ll rr yv kf
체육,ch ee yu kf
마인츠,mm aa ii nf ch xx
카바,kh aa p0 aa
권장,k0 wv nf c0 aa ng
내비치,nn qq p0 ii ch ii
꼬투리,kk oo th uu rr ii
가급적,k0 aa k0 xx pf cc vv kf
닛,nn ii tf
광우병,k0 wa ng uu p0 yv ng
엔진,ee nf c0 ii nf
반대편,p0 aa nf t0 qq ph yv nf
체인,ch ee ii nf
요리,yo rr ii
어느새,vv nn xx s0 qq
네발,nn ee p0 aa ll
몬태나,mm oo nf th qq nn aa
선서,s0 vv nf s0 vv
아뢰야식,aa rr wo ya s0 ii kf
처하,ch vv h0 aa
미일,mm ii ii ll
개발도상국,k0 qq p0 aa ll t0 oo s0 aa ng k0 uu kf
체임,ch ee ii mf
히스타민,h0 ii s0 xx th aa mm ii nf
카본,kh aa p0 oo nf
적절히,c0 vv kf cc vv ll h0 ii
밀어내,mm ii rr vv nn qq
미의,mm ii xi
멕시코,mm ee kf ss ii kh oo
초등학생,ch oo t0 xx ng h0 aa kf ss qq ng
최강자,ch wo k0 aa ng c0 aa
영상화,yv ng s0 aa ng h0 wa
왓,wa tf
반대파,p0 aa nf t0 qq ph aa
영숙,yv ng s0 uu kf
라디에이터,rr aa t0 ii ee ii th vv
카버,kh aa p0 vv
태,th qq
귀걸이,k0 wi k0 vv rr ii
수학자,s0 uu h0 aa kf cc aa
소림사,s0 oo rr ii mf s0 aa
네버,nn ee p0 vv
폐출,ph ye ch uu ll
거느리,k0 vv nn xx rr ii
공모자,k0 oo ng mm oo c0 aa
일행,ii ll h0 qq ng
객관적,k0 qq kf kk wa nf c0 vv kf
인골,ii nf k0 oo ll
골재,k0 oo ll c0 qq
울산시,uu ll s0 aa nf s0 ii
중앙당,c0 uu ng aa ng t0 aa ng
총기,ch oo ng k0 ii
피터슨,ph ii th vv s0 xx nf
여당,yv t0 aa ng
미움,mm ii uu mf
수인,s0 uu ii nf
시스템,s0 ii s0 xx th ee mf
토피,th oo ph ii
직할시,c0 ii kh aa ll ss ii
인덕,ii nf t0 vv kf
미용,mm ii yo ng
저널리즘,c0 vv nn vv ll rr ii c0 xx mf
프랭클,ph xx rr qq ng kh xx ll
민요,mm ii nf nn yo
미우,mm ii uu
재물,c0 qq mm uu ll
가정제,k0 aa c0 vv ng c0 ee
겨울철,k0 yv uu ll ch vv ll
체외,ch ee wo
부인회,p0 uu ii nf h0 wo
인대,ii nf t0 qq
달성군,t0 aa ll s0 vv ng k0 uu nf
오리엔탈,oo rr ii ee nf th aa ll
경명왕,k0 yv ng mm yv ng wa ng
노역,nn oo yv kf
도덕적,t0 oo t0 vv kf cc vv kf
코러스,kh oo rr vv s0 xx
올챙이,oo ll ch qq ng ii
선상,s0 vv nf s0 aa ng
지속적,c0 ii s0 oo kf cc vv kf
인도,ii nf t0 oo
신의칙,s0 ii nn xi ch ii kf
골칫거리,k0 oo ll ch ii tf kk vv rr ii
지리학,c0 ii rr ii h0 aa kf
경계심,k0 yv ng k0 ye s0 ii mf
톰슨,th oo mf s0 xx nf
일원화,ii rr wv nf h0 wa
결하,k0 yv ll h0 aa
선생,s0 vv nf ss qq ng
골인,k0 oo rr ii nf
웨일즈,we ii ll c0 xx
수녀원,s0 uu nn yv wv nf
선사,s0 vv nf s0 aa
헌법상,h0 vv nf pp vv pf ss aa ng
선산,s0 vv nf s0 aa nf
파룬궁,ph aa rr uu nf k0 uu ng
도승지,t0 oo s0 xx ng c0 ii
노어,nn oo vv
미란다,mm ii rr aa nf t0 aa
메시나,mm ee s0 ii nn aa
압둘,aa pf tt uu ll
아이슬란드,aa ii s0 xx ll rr aa nf t0 xx
열반경,yv ll p0 aa nf k0 yv ng
포자,ph oo c0 aa
대책위,t0 qq ch qq k0 wi
카메,kh aa mm ee
하우젠,h0 aa uu c0 ee nf
정력적,c0 vv ng nn yv kf cc vv kf
사다리,s0 aa t0 aa rr ii
티탄,th ii th aa nf
선인,s0 vv nn ii nf
신드롬,s0 ii nf tt xx rr oo mf
상위권,s0 aa ng wi k0 wv nf
선일,s0 vv nn ii ll
불어나,p0 uu rr vv nn aa
투발루,th uu p0 aa ll rr uu
개별적,k0 qq p0 yv ll c0 vv kf
체성,ch ee s0 vv ng
게시판,k0 ee s0 ii ph aa nf
디지털화,t0 ii c0 ii th vv ll h0 wa
혼란,h0 oo ll rr aa nf
인두,ii nf t0 uu
인프라,ii nf ph xx rr aa
선율,s0 vv nf nn yu ll
오발,oo p0 aa ll
포장,ph oo c0 aa ng
트빌리시,th xx p0 ii ll rr ii s0 ii
미소,mm ii s0 oo
앞서가,aa pf ss vv k0 aa
노숙,nn oo s0 uu kf
압도,aa pf tt oo
일파,ii ll ph aa
거쳐가,k0 vv ch yv k0 aa
극진히,k0 xx kf cc ii nf h0 ii
빼돌리,pp qq t0 oo ll rr ii
노신,nn oo s0 ii nf
인들,ii nf t0 xx ll
부자연,p0 uu c0 aa yv nf
화이허,h0 wa ii h0 vv
저당권,c0 vv t0 aa ng k0 wv nf
또는,tt oo nn xx nf
오류동,oo rr yu t0 oo ng
미션,mm ii s0 yv nf
인드,ii nf t0 xx
인듐,ii nf t0 yu mf
위협,wi h0 yv pf
티크,th ii kh xx
가극단,k0 aa k0 xx kf tt aa nf
압델,aa pf tt ee ll
네모,nn ee mm oo
선장,s0 vv nf c0 aa ng
미선,mm ii s0 vv nf
뉴욕,nn yu yo kf
노스,nn oo s0 xx
미세,mm ii s0 ee
글리세롤,k0 xx ll rr ii s0 ee rr oo ll
미성,mm ii s0 vv ng
유수,yu s0 uu
구심력,k0 uu s0 ii mf nn yv kf
선임,s0 vv nn ii mf
엉터리,vv ng th vv rr ii
선자,s0 vv nf c0 aa
임직원,ii mf c0 ii k0 wv nf
잠수정,c0 aa mf s0 uu c0 vv ng
아우르,aa uu rr xx
영업,yv ng vv pf
겔리,k0 ee ll rr ii
신의주,s0 ii nn xi c0 uu
미상,mm ii s0 aa ng
영역,yv ng nn yv kf
되풀이,t0 wo ph uu rr ii
홍성군,h0 oo ng s0 vv ng k0 uu nf
회원국,h0 wo wv nf k0 uu kf
회원구,h0 wo wv nf k0 uu
돼지,t0 wq c0 ii
미생,mm ii s0 qq ng
착각,ch aa kf kk aa kf
유니언,yu nn ii vv nf
미사,mm ii s0 aa
영양,yv ng nn ya ng
선영,s0 vv nf nn yv ng
사쿠,s0 aa kh uu
사하라,s0 aa h0 aa rr aa
영어,yv ng vv
평신도,ph yv ng s0 ii nf tt oo
랭커셔,rr qq ng kh vv s0 yv
는다면,nn xx nf t0 aa mm yv nf
영아,yv ng aa
반대표,p0 aa nf t0 qq ph yo
쾌,kh wq
산꼭대기,s0 aa nf kk oo kf tt qq k0 ii
영애,yv ng qq
여흥,yv h0 xx ng
불어넣,p0 uu rr vv nn vv h0
세탁기,s0 ee th aa kf kk ii
선원,s0 vv nn wv nf
군경,k0 uu nf k0 yv ng
포의,ph oo xi
마주치,mm aa c0 uu ch ii
숨지,s0 uu mf c0 ii
코코아,kh oo kh oo aa
선용,s0 vv nf nn yo ng
착공,ch aa kf kk oo ng
케냐,kh ee nn ya
경연관,k0 yv ng nn yv nf k0 wa nf
발사기,p0 aa ll s0 aa k0 ii
동력차,t0 oo ng nn yv kf ch aa
머핀,mm vv ph ii nf
소극장,s0 oo k0 xx kf cc aa ng
레이디,rr ee ii t0 ii
청계,ch vv ng k0 ye
셰이크,s0 ye ii kh xx
영웅,yv ng uu ng
영원,yv ng wv nf
영월,yv ng wv ll
자루,c0 aa rr uu
경계인,k0 yv ng k0 ye ii nf
면의,mm yv nn xi
광해군,k0 wa ng h0 qq k0 uu nf
선악,s0 vv nn aa kf
퉁구스,th uu ng k0 uu s0 xx
괴사,k0 wo s0 aa
퀴,kh wi
청과,ch vv ng k0 wa
크루아,kh xx rr uu aa
쇄도,s0 wq t0 oo
카레,kh aa rr ee
챈들러,ch qq nf t0 xx ll rr vv
괴상,k0 wo s0 aa ng
합포구,h0 aa pf ph oo k0 uu
영우,yv ng uu
청결,ch vv ng k0 yv ll
냉동,nn qq ng t0 oo ng
마르케,mm aa rr xx kh ee
랭커스,rr qq ng kh vv s0 xx
삼성동,s0 aa mf s0 vv ng t0 oo ng
선열,s0 vv nf nn yv ll
ㄴ가,k0 aa
용량,yo ng nn ya ng
골수,k0 oo ll s0 uu
선업,s0 vv nn vv pf
증명서,c0 xx ng mm yv ng s0 vv
노상,nn oo s0 aa ng
폐지,ph ye c0 ii
청각,ch vv ng k0 aa kf
노사,nn oo s0 aa
플로리,ph xx ll rr oo rr ii
영예,yv ng nn ye
스피릿,s0 xx ph ii rr ii tf
유니온,yu nn ii oo nf
선언,s0 vv nn vv nf
히어로,h0 ii vv rr oo
대관식,t0 qq k0 wa nf s0 ii kf
윤보선,yu nf p0 oo s0 vv nf
선양,s0 vv nf nn ya ng
빈스,p0 ii nf s0 xx
약,ya kf
피사체,ph ii s0 aa ch ee
가족법,k0 aa c0 oo kf pp vv pf
미신,mm ii s0 ii nf
미실,mm ii s0 ii ll
기동대,k0 ii t0 oo ng t0 qq
르의,rr xx xi
미싱,mm ii s0 ii ng
얼굴,vv ll k0 uu ll
전자파,c0 vv nf c0 aa ph aa
카르,kh aa rr xx
유용,yu yo ng
삼성전자,s0 aa mf s0 vv ng c0 vv nf c0 aa
미시,mm ii s0 ii
미식,mm ii s0 ii kf
슈스,s0 yu s0 xx
